Date,Open,High,Low,Close,Adj Close,Volume
2015-03-11,23.230000,23.230000,22.660000,22.700001,17.741745,10838000
2015-03-12,22.750000,23.170000,22.549999,23.129999,18.077826,10354100
2015-03-13,22.959999,23.120001,22.639999,23.000000,17.976217,7769000
2015-03-16,23.170000,23.730000,23.139999,23.709999,18.531136,7456100
2015-03-17,23.680000,23.709999,23.370001,23.370001,18.265400,7177700
2015-03-18,23.250000,23.860001,23.129999,23.760000,18.570213,6871200
2015-03-19,23.620001,23.700001,23.070000,23.129999,18.077826,8291200
2015-03-20,23.190001,23.600000,23.170000,23.389999,18.281033,12800900
2015-03-23,23.379999,23.639999,23.360001,23.469999,18.343559,5931100
2015-03-24,23.500000,23.610001,23.400000,23.410000,18.296661,6116500
2015-03-25,23.450001,23.570000,22.690001,22.709999,17.749559,9335800
2015-03-26,22.610001,22.620001,22.250000,22.469999,17.561977,12019900
2015-03-27,22.520000,22.770000,22.410000,22.740000,17.773008,4843200
2015-03-30,22.900000,23.299999,22.900000,23.240000,18.163797,6636900
2015-03-31,23.129999,23.129999,22.610001,22.680000,17.726116,8067500
2015-04-01,22.620001,22.660000,22.190001,22.250000,17.390038,9290200
2015-04-02,22.209999,22.440001,22.070000,22.320000,17.444748,9155000
2015-04-06,22.219999,22.469999,22.100000,22.370001,17.483826,8828900
2015-04-07,22.370001,22.379999,21.969999,22.000000,17.194641,8084100
2015-04-08,22.040001,22.180000,21.760000,22.059999,17.241531,11006700
2015-04-09,22.040001,22.280001,22.010000,22.240000,17.382225,8297200
2015-04-10,22.280001,22.430000,22.190001,22.420000,17.522903,6751000
2015-04-13,22.469999,22.719999,22.330000,22.360001,17.476013,6653700
2015-04-14,22.389999,22.490000,22.080000,22.340000,17.460381,7289400
2015-04-15,22.420000,22.580000,22.320000,22.330000,17.452564,7181400
2015-04-16,22.270000,22.750000,22.250000,22.639999,17.694847,9309700
2015-04-17,22.430000,22.459999,22.100000,22.459999,17.554169,9955900
2015-04-20,22.580000,22.920000,22.530001,22.680000,17.726116,8010900
2015-04-21,22.860001,22.900000,22.400000,22.610001,17.671408,8105600
2015-04-22,22.500000,22.590000,22.049999,22.440001,17.538532,7870500
2015-04-23,22.360001,22.980000,22.360001,22.790001,17.812086,10749200
2015-04-24,22.850000,22.870001,22.440001,22.520000,17.601067,7346400
2015-04-27,22.559999,22.799999,22.299999,22.379999,17.491650,12915800
2015-04-28,22.299999,22.360001,21.760000,22.070000,17.249352,16599600
2015-04-29,21.770000,21.780001,20.870001,21.360001,16.694439,22635100
2015-04-30,21.280001,21.440001,20.700001,20.930000,16.358358,14806800
2015-05-01,21.020000,21.450001,21.020000,21.440001,16.756962,10765500
2015-05-04,21.450001,21.620001,21.410000,21.440001,16.756962,6281700
2015-05-05,21.350000,21.430000,20.700001,20.799999,16.256758,11100400
2015-05-06,20.870001,21.090000,20.590000,21.059999,16.459961,13314300
2015-05-07,21.040001,21.190001,20.900000,21.040001,16.444338,11614400
2015-05-08,21.180000,21.400000,21.070000,21.150000,16.530308,8717800
2015-05-11,21.090000,21.500000,21.080000,21.309999,16.655352,8352900
2015-05-12,21.139999,21.260000,20.980000,20.990000,16.405252,5946900
2015-05-13,20.980000,21.250000,20.809999,21.080000,16.475595,10999200
2015-05-14,21.250000,21.389999,21.120001,21.370001,16.702255,5991000
2015-05-15,21.400000,21.459999,21.240000,21.290001,16.639725,5953800
2015-05-18,21.250000,21.459999,21.250000,21.350000,16.686623,7848400
2015-05-19,21.450001,21.620001,21.200001,21.490000,16.796040,9458900
2015-05-20,21.430000,21.760000,21.370001,21.590000,16.874199,8403600
2015-05-21,21.680000,22.049999,21.639999,21.820000,17.053965,9715400
2015-05-22,21.790001,21.820000,21.500000,21.500000,16.803854,7743900
2015-05-26,21.379999,21.400000,21.000000,21.209999,16.577198,9092500
2015-05-27,21.190001,21.209999,20.889999,21.129999,16.608639,9760700
2015-05-28,21.160000,21.160000,20.830000,21.049999,16.545757,8575800
2015-05-29,21.040001,21.120001,20.809999,20.920000,16.443581,9786400
2015-06-01,20.980000,21.100000,20.809999,20.879999,16.412136,8118000
2015-06-02,20.860001,21.000000,20.820000,20.850000,16.388554,8397600
2015-06-03,20.950001,20.990000,20.790001,20.799999,16.349257,8205300
2015-06-04,20.750000,20.760000,20.430000,20.650000,16.231348,12959300
2015-06-05,20.590000,20.770000,20.430000,20.709999,16.278511,8754900
2015-06-08,21.200001,21.200001,20.700001,20.760000,16.317810,14185200
2015-06-09,20.770000,20.770000,20.309999,20.629999,16.215628,10989900
2015-06-10,20.639999,21.020000,20.639999,21.020000,16.522175,12287600
2015-06-11,21.000000,21.090000,20.770000,20.799999,16.349257,8644500
2015-06-12,20.680000,20.840000,20.549999,20.750000,16.309954,7674300
2015-06-15,20.660000,20.660000,20.260000,20.379999,16.019125,11146300
2015-06-16,20.600000,20.990000,20.500000,20.900000,16.427855,14505900
2015-06-17,20.980000,21.120001,20.750000,20.910000,16.435711,6967300
2015-06-18,20.990000,21.290001,20.969999,21.219999,16.679386,7743700
2015-06-19,21.170000,21.190001,20.940001,20.940001,16.459293,9573000
2015-06-22,21.110001,21.139999,20.910000,21.059999,16.553617,7942200
2015-06-23,21.030001,21.059999,20.879999,20.969999,16.482878,6724900
2015-06-24,20.870001,20.980000,20.559999,20.770000,16.325674,13670200
2015-06-25,20.900000,20.920000,20.520000,20.549999,16.152748,8794000
2015-06-26,20.510000,20.600000,20.330000,20.330000,15.979820,14402300
2015-06-29,20.219999,20.240000,19.660000,19.700001,15.484628,13547200
2015-06-30,19.900000,20.059999,19.570000,19.730000,15.508209,15155700
